Month,DayofMonth,DayOfWeek,ArrDelay,DepDelay,Origin,Dest,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
4,2,7,-4,-4,PIT,ORD,412,0,0,0,0,0
4,3,1,,,PIT,ORD,412,0,0,0,0,0
4,4,2,49,69,PIT,ORD,412,49,0,0,0,0
4,5,3,11,-7,PIT,ORD,412,0,0,0,0,0
4,6,4,-11,-6,PIT,ORD,412,0,0,0,0,0
4,7,5,-11,-3,PIT,ORD,412,0,0,0,0,0
4,8,6,47,47,PIT,ORD,412,47,0,0,0,0
4,9,7,-18,-2,PIT,ORD,412,0,0,0,0,0
4,10,1,,,PIT,ORD,412,0,0,0,0,0
4,11,2,-18,-3,PIT,ORD,412,0,0,0,0,0
4,12,3,-13,-2,PIT,ORD,412,0,0,0,0,0
4,13,4,-22,-6,PIT,ORD,412,0,0,0,0,0
4,14,5,-12,-4,PIT,ORD,412,0,0,0,0,0
4,15,6,-14,-5,PIT,ORD,412,0,0,0,0,0
4,16,7,-17,-6,PIT,ORD,412,0,0,0,0,0
4,17,1,-24,-6,PIT,ORD,412,0,0,0,0,0
4,18,2,100,101,PIT,ORD,412,100,0,0,0,0
4,19,3,-18,-4,PIT,ORD,412,0,0,0,0,0
4,20,4,-25,-2,PIT,ORD,412,0,0,0,0,0
4,21,5,-24,-8,PIT,ORD,412,0,0,0,0,0
4,22,6,-27,-5,PIT,ORD,412,0,0,0,0,0
4,23,7,-18,0,PIT,ORD,412,0,0,0,0,0
4,24,1,-20,-5,PIT,ORD,412,0,0,0,0,0
4,25,2,-7,-5,PIT,ORD,412,0,0,0,0,0
4,26,3,-15,-5,PIT,ORD,412,0,0,0,0,0
4,27,4,-19,-8,PIT,ORD,412,0,0,0,0,0
4,28,5,-21,-6,PIT,ORD,412,0,0,0,0,0
4,29,6,-24,-6,PIT,ORD,412,0,0,0,0,0
4,30,7,0,1,PIT,ORD,412,0,0,0,0,0
4,1,6,-4,7,PIT,ORD,412,0,0,0,0,0
4,2,7,1,15,PIT,ORD,412,0,0,0,0,0
4,3,1,57,74,PIT,ORD,412,0,0,57,0,0
4,4,2,59,-2,PIT,ORD,412,0,0,59,0,0
4,5,3,-2,-1,PIT,ORD,412,0,0,0,0,0
4,6,4,-4,2,PIT,ORD,412,0,0,0,0,0
4,7,5,142,124,PIT,ORD,412,0,0,105,0,37
4,8,6,-6,5,PIT,ORD,412,0,0,0,0,0
4,9,7,28,30,PIT,ORD,412,0,0,1,0,27
4,10,1,34,33,PIT,ORD,412,0,0,1,0,33
4,11,2,-5,-9,PIT,ORD,412,0,0,0,0,0
4,12,3,-13,-5,PIT,ORD,412,0,0,0,0,0
4,13,4,-2,-4,PIT,ORD,412,0,0,0,0,0
4,14,5,23,28,PIT,ORD,412,0,0,2,0,21
4,15,6,-14,-2,PIT,ORD,412,0,0,0,0,0
4,16,7,205,164,PIT,ORD,412,0,0,199,0,6
4,17,1,28,4,PIT,ORD,412,0,0,28,0,0
4,18,2,18,-4,PIT,ORD,412,0,0,18,0,0
4,19,3,-10,-2,PIT,ORD,412,0,0,0,0,0
4,20,4,5,2,PIT,ORD,412,0,0,0,0,0
4,21,5,113,129,PIT,ORD,412,113,0,0,0,0
4,22,6,39,59,PIT,ORD,412,0,0,0,0,39
4,23,7,-6,2,PIT,ORD,412,0,0,0,0,0
4,24,1,-2,4,PIT,ORD,412,0,0,0,0,0
4,25,2,2,-4,PIT,ORD,412,0,0,0,0,0
4,26,3,-22,-3,PIT,ORD,412,0,0,0,0,0
4,27,4,-5,-8,PIT,ORD,412,0,0,0,0,0
4,28,5,-5,-4,PIT,ORD,412,0,0,0,0,0
4,29,6,-2,-4,PIT,ORD,412,0,0,0,0,0
4,30,7,187,145,PIT,ORD,412,0,0,67,0,120
4,1,6,-21,0,ORD,PIT,412,0,0,0,0,0
4,2,7,28,41,ORD,PIT,412,8,0,0,0,20
4,3,1,139,147,ORD,PIT,412,6,0,0,0,133
4,4,2,11,21,ORD,PIT,412,0,0,0,0,0
4,5,3,-13,-4,ORD,PIT,412,0,0,0,0,0
4,6,4,14,21,ORD,PIT,412,0,0,0,0,0
4,7,5,140,135,ORD,PIT,412,60,0,5,0,75
4,8,6,-3,-1,ORD,PIT,412,0,0,0,0,0
4,9,7,4,2,ORD,PIT,412,0,0,0,0,0
4,10,1,10,-3,ORD,PIT,412,0,0,0,0,0
4,11,2,41,46,ORD,PIT,412,41,0,0,0,0
4,12,3,36,38,ORD,PIT,412,29,0,0,0,7
4,13,4,22,27,ORD,PIT,412,0,0,0,0,22
4,14,5,5,18,ORD,PIT,412,0,0,0,0,0
4,15,6,-9,5,ORD,PIT,412,0,0,0,0,0
4,16,7,121,111,ORD,PIT,412,19,0,10,0,92
4,17,1,-10,2,ORD,PIT,412,0,0,0,0,0
4,18,2,12,14,ORD,PIT,412,0,0,0,0,0
4,19,3,8,-3,ORD,PIT,412,0,0,0,0,0
4,20,4,-3,-4,ORD,PIT,412,0,0,0,0,0
4,21,5,-2,-2,ORD,PIT,412,0,0,0,0,0
4,22,6,-5,-1,ORD,PIT,412,0,0,0,0,0
4,23,7,-3,-4,ORD,PIT,412,0,0,0,0,0
4,24,1,2,2,ORD,PIT,412,0,0,0,0,0
4,25,2,-13,1,ORD,PIT,412,0,0,0,0,0
4,26,3,-8,-3,ORD,PIT,412,0,0,0,0,0
4,27,4,-14,-4,ORD,PIT,412,0,0,0,0,0
4,28,5,-9,-4,ORD,PIT,412,0,0,0,0,0
4,29,6,-25,-6,ORD,PIT,412,0,0,0,0,0
4,30,7,80,75,ORD,PIT,412,24,0,5,0,51
4,1,6,161,169,PIT,ORD,412,161,0,0,0,0
4,2,7,-4,-3,PIT,DEN,1290,0,0,0,0,0
4,3,1,-15,0,PIT,DEN,1290,0,0,0,0,0
4,4,2,-6,-1,PIT,DEN,1290,0,0,0,0,0
4,5,3,-2,-7,PIT,DEN,1290,0,0,0,0,0
4,6,4,-7,-9,PIT,DEN,1290,0,0,0,0,0
4,7,5,2,-2,PIT,DEN,1290,0,0,0,0,0
4,8,6,16,37,PIT,DEN,1290,16,0,0,0,0
4,9,7,-20,-8,PIT,DEN,1290,0,0,0,0,0
4,10,1,1,-2,PIT,DEN,1290,0,0,0,0,0
4,11,2,-1,-2,PIT,DEN,1290,0,0,0,0,0
4,12,3,-8,0,PIT,DEN,1290,0,0,0,0,0
4,13,4,1,-6,PIT,DEN,1290,0,0,0,0,0
4,14,5,-3,-3,PIT,DEN,1290,0,0,0,0,0
4,15,6,5,-9,PIT,DEN,1290,0,0,0,0,0
4,16,7,-5,-5,PIT,DEN,1290,0,0,0,0,0
4,17,1,-1,21,PIT,DEN,1290,0,0,0,0,0
4,18,2,4,-2,PIT,DEN,1290,0,0,0,0,0
4,19,3,-6,-2,PIT,DEN,1290,0,0,0,0,0
4,20,4,4,0,PIT,DEN,1290,0,0,0,0,0
4,21,5,-10,-4,PIT,DEN,1290,0,0,0,0,0
4,22,6,-12,-9,PIT,DEN,1290,0,0,0,0,0
4,23,7,-11,-5,PIT,DEN,1290,0,0,0,0,0
4,24,1,0,-1,PIT,DEN,1290,0,0,0,0,0
4,25,2,-9,-6,PIT,DEN,1290,0,0,0,0,0
4,26,3,-18,-4,PIT,DEN,1290,0,0,0,0,0
4,27,4,-5,-5,PIT,DEN,1290,0,0,0,0,0
4,28,5,11,-1,PIT,DEN,1290,0,0,0,0,0
4,29,6,1,3,PIT,DEN,1290,0,0,0,0,0
4,30,7,-17,-5,PIT,DEN,1290,0,0,0,0,0
4,3,1,33,28,PIT,BDL,406,0,28,5,0,0
4,4,2,-6,-9,PIT,BDL,406,0,0,0,0,0
4,5,3,29,18,PIT,BDL,406,18,0,11,0,0
4,6,4,-10,-2,PIT,BDL,406,0,0,0,0,0
4,7,5,2,13,PIT,BDL,406,0,0,0,0,0
4,10,1,-10,-4,PIT,BDL,406,0,0,0,0,0
4,11,2,-9,-4,PIT,BDL,406,0,0,0,0,0
4,12,3,-9,-6,PIT,BDL,406,0,0,0,0,0
4,13,4,-14,-5,PIT,BDL,406,0,0,0,0,0
4,14,5,-16,-9,PIT,BDL,406,0,0,0,0,0
4,3,1,-1,-5,PIT,BOS,496,0,0,0,0,0
4,4,2,-10,-6,PIT,BOS,496,0,0,0,0,0
4,5,3,76,67,PIT,BOS,496,1,0,9,0,66
4,6,4,17,-4,PIT,BOS,496,0,0,17,0,0
4,7,5,31,6,PIT,BOS,496,6,0,25,0,0
4,10,1,-8,-5,PIT,BOS,496,0,0,0,0,0
4,11,2,7,-3,PIT,BOS,496,0,0,0,0,0
4,12,3,-15,-3,PIT,BOS,496,0,0,0,0,0
4,13,4,12,0,PIT,BOS,496,0,0,0,0,0
4,14,5,-22,-8,PIT,BOS,496,0,0,0,0,0
4,17,1,2,4,PIT,BOS,496,0,0,0,0,0
4,18,2,-2,-3,PIT,BOS,496,0,0,0,0,0
4,19,3,3,0,PIT,BOS,496,0,0,0,0,0
4,20,4,-2,1,PIT,BOS,496,0,0,0,0,0
4,21,5,-4,0,PIT,BOS,496,0,0,0,0,0
4,24,1,73,35,PIT,BOS,496,5,0,65,0,3
4,25,2,-21,-4,PIT,BOS,496,0,0,0,0,0
4,26,3,-8,-1,PIT,BOS,496,0,0,0,0,0
4,27,4,7,6,PIT,BOS,496,0,0,0,0,0
4,28,5,5,7,PIT,BOS,496,0,0,0,0,0
4,3,1,-11,-5,PIT,BOS,496,0,0,0,0,0
4,4,2,43,30,PIT,BOS,496,0,0,43,0,0
4,5,3,-10,-7,PIT,BOS,496,0,0,0,0,0
4,6,4,-11,-5,PIT,BOS,496,0,0,0,0,0
4,7,5,-16,-7,PIT,BOS,496,0,0,0,0,0
4,10,1,10,7,PIT,BOS,496,0,0,0,0,0
4,11,2,1,-6,PIT,BOS,496,0,0,0,0,0
4,12,3,-7,-6,PIT,BOS,496,0,0,0,0,0
4,13,4,-16,-7,PIT,BOS,496,0,0,0,0,0
4,14,5,-10,-6,PIT,BOS,496,0,0,0,0,0
4,17,1,-5,-4,PIT,BOS,496,0,0,0,0,0
4,18,2,-4,-8,PIT,BOS,496,0,0,0,0,0
4,19,3,7,-2,PIT,BOS,496,0,0,0,0,0
4,20,4,8,4,PIT,BOS,496,0,0,0,0,0
4,21,5,-3,-1,PIT,BOS,496,0,0,0,0,0
4,24,1,15,3,PIT,BOS,496,0,0,15,0,0
4,25,2,-10,-3,PIT,BOS,496,0,0,0,0,0
4,26,3,-15,-3,PIT,BOS,496,0,0,0,0,0
4,27,4,-10,-7,PIT,BOS,496,0,0,0,0,0
4,28,5,-9,-4,PIT,BOS,496,0,0,0,0,0
4,2,7,12,22,PIT,BOS,496,0,0,0,0,0
4,3,1,-6,0,PIT,BOS,496,0,0,0,0,0
4,4,2,47,-2,PIT,BOS,496,0,0,47,0,0
4,5,3,46,45,PIT,BOS,496,0,0,1,0,45
4,6,4,-15,0,PIT,BOS,496,0,0,0,0,0
4,7,5,41,43,PIT,BOS,496,0,33,0,0,8
4,9,7,-7,-4,PIT,BOS,496,0,0,0,0,0
4,10,1,-21,-10,PIT,BOS,496,0,0,0,0,0
4,11,2,-10,-6,PIT,BOS,496,0,0,0,0,0
4,12,3,-17,1,PIT,BOS,496,0,0,0,0,0
4,13,4,3,9,PIT,BOS,496,0,0,0,0,0
4,14,5,-20,-7,PIT,BOS,496,0,0,0,0,0
4,16,7,-18,-3,PIT,BOS,496,0,0,0,0,0
4,17,1,1,-5,PIT,BOS,496,0,0,0,0,0
4,18,2,-15,-11,PIT,BOS,496,0,0,0,0,0
4,19,3,-7,-9,PIT,BOS,496,0,0,0,0,0
4,20,4,0,6,PIT,BOS,496,0,0,0,0,0
4,21,5,-10,-6,PIT,BOS,496,0,0,0,0,0
4,23,7,4,2,PIT,BOS,496,0,0,0,0,0
4,24,1,35,7,PIT,BOS,496,4,0,31,0,0
4,25,2,-17,-7,PIT,BOS,496,0,0,0,0,0
4,26,3,-20,-4,PIT,BOS,496,0,0,0,0,0
4,27,4,-21,-8,PIT,BOS,496,0,0,0,0,0
4,28,5,-7,-4,PIT,BOS,496,0,0,0,0,0
4,30,7,9,9,PIT,BOS,496,0,0,0,0,0
4,1,6,-11,-8,PIT,BOS,496,0,0,0,0,0
4,8,6,-3,-2,PIT,BOS,496,0,0,0,0,0
4,15,6,5,-6,PIT,BOS,496,0,0,0,0,0
4,29,6,1,3,PIT,BOS,496,0,0,0,0,0
4,3,1,5,-2,PIT,CLT,366,0,0,0,0,0
4,4,2,6,6,PIT,CLT,366,0,0,0,0,0
4,5,3,-1,-1,PIT,CLT,366,0,0,0,0,0
4,6,4,-11,0,PIT,CLT,366,0,0,0,0,0
4,7,5,-6,3,PIT,CLT,366,0,0,0,0,0
4,8,6,7,0,PIT,CLT,366,0,0,0,0,0
4,10,1,-14,-2,PIT,CLT,366,0,0,0,0,0
4,11,2,-1,4,PIT,CLT,366,0,0,0,0,0
4,12,3,0,-3,PIT,CLT,366,0,0,0,0,0
4,13,4,-6,1,PIT,CLT,366,0,0,0,0,0
4,14,5,-10,0,PIT,CLT,366,0,0,0,0,0
4,15,6,-13,-5,PIT,CLT,366,0,0,0,0,0
4,17,1,4,10,PIT,CLT,366,0,0,0,0,0
4,18,2,11,10,PIT,CLT,366,0,0,0,0,0
4,19,3,-1,0,PIT,CLT,366,0,0,0,0,0
4,20,4,24,10,PIT,CLT,366,10,0,14,0,0
4,21,5,-7,-4,PIT,CLT,366,0,0,0,0,0
4,22,6,-3,-2,PIT,CLT,366,0,0,0,0,0
4,24,1,3,10,PIT,CLT,366,0,0,0,0,0
4,25,2,-14,-6,PIT,CLT,366,0,0,0,0,0
4,26,3,7,4,PIT,CLT,366,0,0,0,0,0
4,27,4,-6,-2,PIT,CLT,366,0,0,0,0,0
4,28,5,1,-3,PIT,CLT,366,0,0,0,0,0
4,29,6,3,-6,PIT,CLT,366,0,0,0,0,0
4,1,6,2,24,PIT,CLT,366,0,0,0,0,0
4,2,7,17,32,PIT,CLT,366,14,0,0,0,3
4,3,1,16,18,PIT,CLT,366,0,0,7,0,9
4,4,2,10,19,PIT,CLT,366,0,0,0,0,0
4,5,3,26,36,PIT,CLT,366,4,0,0,0,22
4,6,4,12,12,PIT,CLT,366,0,0,0,0,0
4,7,5,36,43,PIT,CLT,366,3,0,0,0,33
4,8,6,25,31,PIT,CLT,366,0,0,0,0,25
4,9,7,5,12,PIT,CLT,366,0,0,0,0,0
4,10,1,-12,-4,PIT,CLT,366,0,0,0,0,0
4,11,2,1,9,PIT,CLT,366,0,0,0,0,0
4,12,3,20,22,PIT,CLT,366,0,20,0,0,0
4,13,4,-6,10,PIT,CLT,366,0,0,0,0,0
4,14,5,-2,2,PIT,CLT,366,0,0,0,0,0
4,15,6,-14,-3,PIT,CLT,366,0,0,0,0,0
4,16,7,-6,-2,PIT,CLT,366,0,0,0,0,0
4,17,1,22,15,PIT,CLT,366,7,0,7,0,8
4,18,2,-1,7,PIT,CLT,366,0,0,0,0,0
4,19,3,-12,-1,PIT,CLT,366,0,0,0,0,0
4,20,4,-10,-2,PIT,CLT,366,0,0,0,0,0
4,21,5,5,9,PIT,CLT,366,0,0,0,0,0
4,22,6,39,42,PIT,CLT,366,0,39,0,0,0
4,23,7,15,26,PIT,CLT,366,15,0,0,0,0
4,24,1,10,23,PIT,CLT,366,0,0,0,0,0
4,25,2,22,5,PIT,CLT,366,0,0,22,0,0
4,26,3,71,70,PIT,CLT,366,0,0,1,0,70
4,27,4,5,2,PIT,CLT,366,0,0,0,0,0
4,28,5,2,11,PIT,CLT,366,0,0,0,0,0
4,29,6,-1,4,PIT,CLT,366,0,0,0,0,0
4,30,7,59,66,PIT,CLT,366,6,0,0,0,53
4,1,6,-13,2,PIT,CLT,366,0,0,0,0,0
4,3,1,10,-4,PIT,CLT,366,0,0,0,0,0
4,4,2,-11,-5,PIT,CLT,366,0,0,0,0,0
4,5,3,11,-4,PIT,CLT,366,0,0,0,0,0
4,6,4,16,-5,PIT,CLT,366,0,0,16,0,0
4,7,5,32,20,PIT,CLT,366,20,0,12,0,0
4,10,1,-2,-3,PIT,CLT,366,0,0,0,0,0
4,11,2,-6,-4,PIT,CLT,366,0,0,0,0,0
4,12,3,-5,-6,PIT,CLT,366,0,0,0,0,0
4,13,4,-9,2,PIT,CLT,366,0,0,0,0,0
4,14,5,15,13,PIT,CLT,366,13,0,2,0,0
4,17,1,-1,8,PIT,CLT,366,0,0,0,0,0
4,18,2,-8,-3,PIT,CLT,366,0,0,0,0,0
4,19,3,-18,-5,PIT,CLT,366,0,0,0,0,0
4,20,4,-9,-7,PIT,CLT,366,0,0,0,0,0
4,21,5,-12,-9,PIT,CLT,366,0,0,0,0,0
4,24,1,1,5,PIT,CLT,366,0,0,0,0,0
4,25,2,15,0,PIT,CLT,366,0,0,15,0,0
4,26,3,26,-3,PIT,CLT,366,0,0,26,0,0
4,27,4,8,0,PIT,CLT,366,0,0,0,0,0
4,28,5,-7,-4,PIT,CLT,366,0,0,0,0,0
4,3,1,31,21,PIT,CLT,366,0,21,10,0,0
4,4,2,2,7,PIT,CLT,366,0,0,0,0,0
4,5,3,-6,1,PIT,CLT,366,0,0,0,0,0
4,6,4,-10,-1,PIT,CLT,366,0,0,0,0,0
4,7,5,-3,-2,PIT,CLT,366,0,0,0,0,0
4,10,1,-3,-2,PIT,CLT,366,0,0,0,0,0
4,11,2,4,9,PIT,CLT,366,0,0,0,0,0
4,12,3,-3,-1,PIT,CLT,366,0,0,0,0,0
4,13,4,-16,-4,PIT,CLT,366,0,0,0,0,0
4,14,5,-19,-6,PIT,CLT,366,0,0,0,0,0
4,17,1,-3,1,PIT,CLT,366,0,0,0,0,0
4,18,2,-2,1,PIT,CLT,366,0,0,0,0,0
4,19,3,1,6,PIT,CLT,366,0,0,0,0,0
4,20,4,-11,0,PIT,CLT,366,0,0,0,0,0
4,21,5,1,2,PIT,CLT,366,0,0,0,0,0
4,24,1,-4,4,PIT,CLT,366,0,0,0,0,0
4,25,2,15,12,PIT,CLT,366,12,0,3,0,0
4,26,3,25,1,PIT,CLT,366,0,0,25,0,0
4,27,4,-3,3,PIT,CLT,366,0,0,0,0,0
4,28,5,-4,-3,PIT,CLT,366,0,0,0,0,0
4,1,6,-17,-4,PIT,CLT,366,0,0,0,0,0
4,2,7,-3,2,PIT,CLT,366,0,0,0,0,0
4,9,7,3,8,PIT,CLT,366,0,0,0,0,0
4,16,7,-17,-4,PIT,CLT,366,0,0,0,0,0
4,23,7,-8,-3,PIT,CLT,366,0,0,0,0,0
4,30,7,9,-2,PIT,CLT,366,0,0,0,0,0
4,1,6,-8,-2,PIT,CLT,366,0,0,0,0,0
4,3,1,14,13,PIT,CLT,366,0,0,0,0,0
4,4,2,-12,-2,PIT,CLT,366,0,0,0,0,0
4,5,3,-4,-2,PIT,CLT,366,0,0,0,0,0
4,6,4,-2,7,PIT,CLT,366,0,0,0,0,0
4,7,5,4,7,PIT,CLT,366,0,0,0,0,0
4,8,6,10,5,PIT,CLT,366,0,0,0,0,0
4,10,1,-18,-5,PIT,CLT,366,0,0,0,0,0
4,11,2,-12,-2,PIT,CLT,366,0,0,0,0,0
4,12,3,1,-5,PIT,CLT,366,0,0,0,0,0
4,13,4,-15,-2,PIT,CLT,366,0,0,0,0,0
4,14,5,-3,6,PIT,CLT,366,0,0,0,0,0
4,15,6,-8,-6,PIT,CLT,366,0,0,0,0,0
4,17,1,-5,7,PIT,CLT,366,0,0,0,0,0
4,18,2,-5,0,PIT,CLT,366,0,0,0,0,0
4,19,3,-13,-3,PIT,CLT,366,0,0,0,0,0
4,20,4,-9,1,PIT,CLT,366,0,0,0,0,0
4,21,5,-6,0,PIT,CLT,366,0,0,0,0,0
4,22,6,0,-2,PIT,CLT,366,0,0,0,0,0
4,24,1,4,12,PIT,CLT,366,0,0,0,0,0
4,25,2,47,63,PIT,CLT,366,47,0,0,0,0
4,26,3,2,-2,PIT,CLT,366,0,0,0,0,0
4,27,4,-5,-4,PIT,CLT,366,0,0,0,0,0
4,28,5,-19,-4,PIT,CLT,366,0,0,0,0,0
4,2,7,-8,-1,PIT,CLT,366,0,0,0,0,0
4,9,7,11,6,PIT,CLT,366,0,0,0,0,0
4,16,7,-16,-4,PIT,CLT,366,0,0,0,0,0
4,23,7,19,27,PIT,CLT,366,0,19,0,0,0
4,30,7,-15,-6,PIT,CLT,366,0,0,0,0,0
4,2,7,-11,-2,PIT,CLT,366,0,0,0,0,0
4,9,7,-8,1,PIT,CLT,366,0,0,0,0,0
4,16,7,-18,-10,PIT,CLT,366,0,0,0,0,0
4,23,7,-7,-5,PIT,CLT,366,0,0,0,0,0
4,29,6,-18,-5,PIT,CLT,366,0,0,0,0,0
4,30,7,11,6,PIT,CLT,366,0,0,0,0,0
4,1,6,-11,-2,PIT,CLT,366,0,0,0,0,0
4,8,6,-1,1,PIT,CLT,366,0,0,0,0,0
4,15,6,-18,-6,PIT,CLT,366,0,0,0,0,0
4,22,6,-12,-4,PIT,CLT,366,0,0,0,0,0
4,29,6,-25,-5,PIT,CLT,366,0,0,0,0,0
4,1,6,-7,-1,PIT,CLT,366,0,0,0,0,0
4,8,6,1,5,PIT,CLT,366,0,0,0,0,0
4,15,6,-19,-2,PIT,CLT,366,0,0,0,0,0
4,22,6,32,17,PIT,CLT,366,17,0,15,0,0
4,29,6,-13,-1,PIT,CLT,366,0,0,0,0,0
4,2,7,-8,2,PIT,CLT,366,0,0,0,0,0
4,3,1,3,2,PIT,CLT,366,0,0,0,0,0
4,4,2,-6,-3,PIT,CLT,366,0,0,0,0,0
4,5,3,6,1,PIT,CLT,366,0,0,0,0,0
4,6,4,11,19,PIT,CLT,366,0,0,0,0,0
4,7,5,-6,-5,PIT,CLT,366,0,0,0,0,0
4,8,6,3,-5,PIT,CLT,366,0,0,0,0,0
4,9,7,-16,-7,PIT,CLT,366,0,0,0,0,0
4,10,1,-12,-6,PIT,CLT,366,0,0,0,0,0
4,11,2,-6,-3,PIT,CLT,366,0,0,0,0,0
4,12,3,-2,-3,PIT,CLT,366,0,0,0,0,0
4,13,4,0,3,PIT,CLT,366,0,0,0,0,0
4,14,5,-12,-3,PIT,CLT,366,0,0,0,0,0
4,15,6,-15,-5,PIT,CLT,366,0,0,0,0,0
4,16,7,-9,-4,PIT,CLT,366,0,0,0,0,0
4,17,1,39,35,PIT,CLT,366,35,0,4,0,0
4,18,2,2,9,PIT,CLT,366,0,0,0,0,0
4,19,3,-10,-4,PIT,CLT,366,0,0,0,0,0
4,20,4,10,3,PIT,CLT,366,0,0,0,0,0
4,21,5,-4,-2,PIT,CLT,366,0,0,0,0,0
4,22,6,-6,-5,PIT,CLT,366,0,0,0,0,0
4,23,7,-13,-3,PIT,CLT,366,0,0,0,0,0
4,24,1,-6,0,PIT,CLT,366,0,0,0,0,0
4,25,2,1,-3,PIT,CLT,366,0,0,0,0,0
4,26,3,22,9,PIT,CLT,366,9,0,13,0,0
4,27,4,-8,1,PIT,CLT,366,0,0,0,0,0
4,28,5,-14,-1,PIT,CLT,366,0,0,0,0,0
4,29,6,-9,0,PIT,CLT,366,0,0,0,0,0
4,30,7,-10,-1,PIT,CLT,366,0,0,0,0,0
4,27,4,-4,0,ATL,PIT,526,0,0,0,0,0
4,27,4,-12,1,PIT,ATL,526,0,0,0,0,0
4,28,5,-6,-1,ATL,PIT,526,0,0,0,0,0
4,28,5,-21,-4,PIT,ATL,526,0,0,0,0,0
4,28,5,-9,-2,ATL,PIT,526,0,0,0,0,0
4,28,5,-5,-1,ATL,PIT,526,0,0,0,0,0
4,28,5,-12,-3,PIT,ATL,526,0,0,0,0,0
4,28,5,-30,-7,PIT,ATL,526,0,0,0,0,0
4,28,5,-11,-2,ATL,PIT,526,0,0,0,0,0
4,28,5,9,-4,ATL,PIT,526,0,0,0,0,0
4,28,5,-32,-6,PIT,ATL,526,0,0,0,0,0
4,28,5,-13,-2,PIT,ATL,526,0,0,0,0,0
4,28,5,-10,-4,ATL,PIT,526,0,0,0,0,0
4,28,5,-5,1,PIT,ATL,526,0,0,0,0,0
4,28,5,-5,-2,ATL,PIT,526,0,0,0,0,0
4,28,5,-13,-3,PIT,ATL,526,0,0,0,0,0
4,29,6,-14,-4,ATL,PIT,526,0,0,0,0,0
4,29,6,-10,-3,PIT,ATL,526,0,0,0,0,0
4,29,6,-19,0,PIT,ATL,526,0,0,0,0,0
4,29,6,-22,-3,ATL,PIT,526,0,0,0,0,0
4,29,6,-10,-1,ATL,PIT,526,0,0,0,0,0
4,29,6,-22,-7,PIT,ATL,526,0,0,0,0,0
4,29,6,-11,-4,PIT,ATL,526,0,0,0,0,0
4,29,6,-5,13,ATL,PIT,526,0,0,0,0,0
4,29,6,-11,-7,PIT,ATL,526,0,0,0,0,0
4,29,6,-13,-2,ATL,PIT,526,0,0,0,0,0
4,30,7,-22,-4,ATL,PIT,526,0,0,0,0,0
4,30,7,-8,-7,PIT,ATL,526,0,0,0,0,0
4,30,7,-22,-3,ATL,PIT,526,0,0,0,0,0
4,30,7,-24,-4,ATL,PIT,526,0,0,0,0,0
4,30,7,-4,-1,PIT,ATL,526,0,0,0,0,0
4,30,7,-13,-6,PIT,ATL,526,0,0,0,0,0
4,30,7,-12,0,ATL,PIT,526,0,0,0,0,0
4,30,7,-23,0,ATL,PIT,526,0,0,0,0,0
4,30,7,5,-1,PIT,ATL,526,0,0,0,0,0
4,30,7,-21,-9,PIT,ATL,526,0,0,0,0,0
4,30,7,-16,0,ATL,PIT,526,0,0,0,0,0
4,30,7,-11,-7,PIT,ATL,526,0,0,0,0,0
4,30,7,-14,-2,ATL,PIT,526,0,0,0,0,0
4,30,7,-6,-2,PIT,ATL,526,0,0,0,0,0
4,4,2,71,76,ATL,PIT,526,71,0,0,0,0
4,11,2,-20,0,ATL,PIT,526,0,0,0,0,0
4,18,2,-4,0,ATL,PIT,526,0,0,0,0,0
4,25,2,5,0,ATL,PIT,526,0,0,0,0,0
4,4,2,43,56,PIT,ATL,526,43,0,0,0,0
4,11,2,-22,-6,PIT,ATL,526,0,0,0,0,0
4,18,2,-17,-10,PIT,ATL,526,0,0,0,0,0
4,25,2,-2,0,PIT,ATL,526,0,0,0,0,0
4,1,6,-8,-1,ATL,PIT,526,0,0,0,0,0
4,8,6,4,16,ATL,PIT,526,0,0,0,0,0
4,15,6,29,12,ATL,PIT,526,12,0,17,0,0
4,22,6,9,4,ATL,PIT,526,0,0,0,0,0
4,29,6,-10,-5,ATL,PIT,526,0,0,0,0,0
4,1,6,2,-5,PIT,ATL,526,0,0,0,0,0
4,8,6,-2,-4,PIT,ATL,526,0,0,0,0,0
4,15,6,-7,5,PIT,ATL,526,0,0,0,0,0
4,22,6,23,28,PIT,ATL,526,23,0,0,0,0
4,29,6,-23,-10,PIT,ATL,526,0,0,0,0,0
4,1,6,-7,0,ATL,PIT,526,0,0,0,0,0
4,1,6,-1,0,ATL,PIT,526,0,0,0,0,0
4,1,6,27,36,FLL,PIT,994,27,0,0,0,0
4,1,6,-15,-13,MCO,PIT,834,0,0,0,0,0
4,1,6,-23,-8,PIT,ATL,526,0,0,0,0,0
4,1,6,11,26,PIT,ATL,526,0,0,0,0,0
4,1,6,-20,3,PIT,FLL,994,0,0,0,0,0
4,1,6,-2,-7,PIT,MCO,834,0,0,0,0,0
4,2,7,0,4,ATL,PIT,526,0,0,0,0,0
4,2,7,-8,-4,ATL,PIT,526,0,0,0,0,0
4,2,7,18,38,ATL,PIT,526,0,0,0,0,18
4,2,7,14,24,ATL,PIT,526,0,0,0,0,0
4,2,7,-12,-7,MCO,PIT,834,0,0,0,0,0
4,2,7,1,11,PIT,ATL,526,0,0,0,0,0
